Q1-State,Q2-County,Q3-2017,Q4-2018,Q5-2019,Q6-2020
Idaho,Kootenai,5452635,5763071,5844703,5752227
Idaho,Latah,1164696,1205852,1237817,1197861
Idaho,Lemhi,221874,236454,240073,237544
Idaho,Lewis,135735,141541,144513,147045
Idaho,Lincoln,290045,299074,296091,280202
Idaho,Madison,1018268,1115842,1169812,1173500
Idaho,Minidoka,662460,742340,814936,854236
Idaho,Nez Perce,1854301,1826869,1914836,1895060
Idaho,Oneida,128567,131894,121339,126896
Idaho,Owyhee,412359,440674,441082,430686
Idaho,Payette,737718,726035,774387,772277
Idaho,Power,334762,373144,389593,430205
Idaho,Shoshone,495367,501587,467959,531222
Idaho,Teton,279537,301299,317764,323660
Idaho,Twin Falls,3312516,3460717,3497144,3382755
Idaho,Valley,424440,439037,455056,438411
Idaho,Washington,409961,402383,435691,436939
Illinois,Adams,3135910,3219069,3173733,3004617
Illinois,Alexander,151111,147891,156449,147920
Illinois,Bond,500923,517962,510704,505790
Illinois,Boone,1567478,1783259,1759786,1608551
Illinois,Brown,422319,443099,457117,455980
Illinois,Bureau,1203867,1181267,1201571,1139625
Illinois,Calhoun,90200,89171,81792,81427
Illinois,Carroll,553035,551249,519904,563373
Illinois,Cass,584011,583868,589132,593363
Illinois,Champaign,10135840,9995943,9993932,9763130
Illinois,Christian,1523876,1479576,1413720,1265823
Illinois,Clark,527166,554666,537641,525463
Illinois,Clay,526895,540709,507609,526389
Illinois,Clinton,999175,973852,974741,954844
Illinois,Coles,2227308,2240677,2250246,2159678
Illinois,Cook,353801813,363507016,367998188,344457109
Illinois,Crawford,2151895,2176103,1875534,1822658
Illinois,Cumberland,962765,1130899,1214288,924839
Illinois,DeKalb,3688459,3782568,3780287,3802486
Illinois,De Witt,1094477,1104344,1097382,1187292
Illinois,Douglas,1023955,1035207,1010730,986847
Illinois,DuPage,83841990,85827639,87021506,81986150
Illinois,Edgar,759380,751593,705742,728315
Illinois,Edwards,280106,270609,267348,255189
Illinois,Effingham,1902071,1948060,1929701,1888634
Illinois,Fayette,533581,530673,511057,497287
Illinois,Ford,581718,600038,615307,663646
Illinois,Franklin,1034331,1061254,993704,876961
Illinois,Fulton,854009,865406,883966,773353
Illinois,Gallatin,208672,210153,203296,187066
Illinois,Greene,294211,295290,270315,284648
Illinois,Grundy,3569733,3712643,3996036,4059818
Illinois,Hamilton,392665,356156,343291,291875
Illinois,Hancock,538605,530754,495948,515392
Illinois,Hardin,78733,73724,72688,70567
Illinois,Henderson,169167,165531,152289,167726
Illinois,Henry,1340740,1335418,1335040,1382530
Illinois,Iroquois,1065782,1036107,999833,1051553
Illinois,Jackson,2248751,2363266,2300270,2164357
Illinois,Jasper,488066,459389,442331,443648
Illinois,Jefferson,1795705,1826578,1781409,1657999
Illinois,Jersey,467011,479396,466026,463177
Illinois,Jo Daviess,752904,745544,717289,711418
Illinois,Johnson,201367,205038,210746,213340
Illinois,Kane,24151876,25164168,25126179,23946745
Illinois,Kankakee,5432958,5624797,5772125,5658125
Illinois,Kendall,3241171,3310768,3386440,3375378
Illinois,Knox,1643344,1639568,1584871,1583351
Illinois,Lake,55318009,56587527,56544892,54706679
Illinois,LaSalle,5347355,5263425,5058373,5225406
Illinois,Lawrence,521480,545864,519182,537410
Illinois,Lee,1433989,1461417,1451305,1464440
Illinois,Livingston,1683287,1763482,1815669,1786360
Illinois,Logan,938916,953494,928849,948474
Illinois,McDonough,1086669,1077363,1015307,985645
Illinois,McHenry,10965496,10860083,10654496,10170115
Illinois,McLean,13138760,13576409,13541117,12822459
Illinois,Macon,6161686,6071453,5890375,5589315
Illinois,Macoupin,1123377,1140843,1064871,1054833
Illinois,Madison,12181624,12874435,13347988,12986578
Illinois,Marion,1226948,1255239,1217049,1152914
Illinois,Marshall,351628,358271,345119,365992
Illinois,Mason,515810,505850,440975,373756
Illinois,Massac,547010,563832,558765,542130
Illinois,Menard,217891,224898,212330,223795
Illinois,Mercer,391238,394021,368381,388188
Illinois,Monroe,864854,861581,852837,818856
Illinois,Montgomery,1204467,1196421,1003779,907371
Illinois,Morgan,1392734,1450520,1463026,1444379
Illinois,Moultrie,660849,757929,817022,816150
Illinois,Ogle,2528865,2457771,2496743,2619663
Illinois,Peoria,11419973,12263083,11859571,11181923
Illinois,Perry,565480,578484,589849,579709
Illinois,Piatt,471374,503203,481990,499961
Illinois,Pike,496626,503468,507701,508290
Illinois,Pope,60049,57896,55449,55919
Illinois,Pulaski,210206,189564,179834,149905
Illinois,Putnam,319178,370794,376052,315308
Illinois,Randolph,1424631,1380649,1376896,1254990
Illinois,Richland,576012,578710,558037,544301
Illinois,Rock Island,9253888,9274171,9252035,9105484
Illinois,St. Clair,10764103,10950812,10804069,10421418
Illinois,Saline,840236,793918,798817,769519
Illinois,Sangamon,10076814,10412444,10409498,9734977
Illinois,Schuyler,237707,236804,232921,232053
Illinois,Scott,143507,153849,138981,144811
Illinois,Shelby,695309,740437,725743,784017
Illinois,Stark,197426,199628,181671,209655
Illinois,Stephenson,1727785,1648835,1699902,1697006
Illinois,Tazewell,5993560,5686043,5289296,4818375
Illinois,Union,369211,378393,380277,377182
Illinois,Vermilion,3019062,3007613,2999161,2920343
Illinois,Wabash,318783,332161,331114,359775
Illinois,Warren,751131,776438,733817,738545
Illinois,Washington,825747,917957,972249,1038680
Illinois,Wayne,410674,412672,413880,401315
Illinois,White,534577,531142,535300,485263
Illinois,Whiteside,1959959,1988176,1967938,1920402
Illinois,Will,30659654,31630015,31637683,30663731
Illinois,Williamson,2693221,2723494,2745064,2587496
Illinois,Winnebago,12689835,12914900,12778592,11654778
Illinois,Woodford,1067386,1061534,1038559,1067716
Indiana,Adams,1622756,1656006,1710147,1685437
Indiana,Allen,19042035,19792310,19748219,18927630
Indiana,Bartholomew,5646810,6089152,6040912,5579423
Indiana,Benton,406447,398175,446228,485458
Indiana,Blackford,295650,319468,309054,304505
Indiana,Boone,2929577,3086527,3261336,3495341
Indiana,Brown,255266,267760,260048,245676
Indiana,Carroll,602960,640762,645402,669333
Indiana,Cass,1256288,1263209,1269636,1271475
Indiana,Clark,4786809,4869101,4864182,4842045
Indiana,Clay,714855,707541,686740,695762
Indiana,Clinton,1404772,1410901,1379734,1378135
Indiana,Crawford,175052,176096,162618,167668
Indiana,Daviess,1187733,1259143,1237815,1260138
Indiana,Dearborn,1615145,1602708,1655602,1716007
Indiana,Decatur,1418061,1518790,1544584,1551376
Indiana,DeKalb,2372507,2427369,2460484,2395180
Indiana,Delaware,3631242,3662091,3687822,3633087
Indiana,Dubois,2588926,2687958,2614096,2532051
Indiana,Elkhart,14831445,14876298,14330603,14261050
Indiana,Fayette,527395,534486,515967,513976
Indiana,Floyd,2643019,2732009,2748242,2658311
Indiana,Fountain,428786,447886,433885,466461
Indiana,Franklin,529651,532204,500001,520967
Indiana,Fulton,615863,645367,634208,640187
Indiana,Gibson,3491718,3305056,3086643,3100741
Indiana,Grant,2132047,2201678,2162077,2093862
Indiana,Greene,599650,612829,597792,576789
Indiana,Hamilton,17179247,17940823,18564640,18110560
Indiana,Hancock,2509288,2660482,2871490,2867248
Indiana,Harrison,999990,1043074,1038739,1033147
Indiana,Hendricks,5915056,6229122,6290556,6550833
Indiana,Henry,1158383,1237444,1237242,1253171
Indiana,Howard,3781318,3866590,3846806,3685452
Indiana,Huntington,1351920,1360897,1355548,1330672
Indiana,Jackson,2122902,2171115,2239168,2254476
Indiana,Jasper,1433332,1466707,1450472,1343705
Indiana,Jay,942641,992433,892661,879459
Indiana,Jefferson,1352245,1382521,1425459,1405204
Indiana,Jennings,659313,692167,706525,716252
Indiana,Johnson,4667778,4997940,5094305,5101454
Indiana,Knox,1835553,1792986,1729309,1714023
Indiana,Kosciusko,4879852,5215851,5312352,5310213
Indiana,Lagrange,1788467,1901150,1770215,1678576
Indiana,Lake,23752427,23980948,22478970,21806214
Indiana,LaPorte,3815132,3974845,3850567,3805458
Indiana,Lawrence,1215721,1284819,1289566,1303826
Indiana,Madison,3342734,3444302,3445980,3399219
Indiana,Marion,79960857,82818853,84798947,81197410
Indiana,Marshall,1560707,1579727,1531483,1516544
Indiana,Martin,943845,978859,1017607,1055446
Indiana,Miami,930401,920288,894104,861825
Indiana,Monroe,6092970,6284623,6249464,6186198
Indiana,Montgomery,1544443,1596960,1566957,1606946
Indiana,Morgan,1446657,1538520,1635657,1660253
Indiana,Newton,310718,329489,320406,346336
Indiana,Noble,1715522,1789298,1779642,1704802
Indiana,Ohio,118832,113104,100111,91361
Indiana,Orange,613981,645938,570305,541166
Indiana,Owen,469434,488197,492340,494751
Indiana,Parke,309898,314268,322860,338714
Indiana,Perry,722035,727193,717682,723234
Indiana,Pike,766844,639299,678710,625626
Indiana,Porter,6768281,7281862,7100103,6902283
Indiana,Posey,2152931,2816778,3356726,3304029
Indiana,Pulaski,572204,594596,603372,617329
Indiana,Putnam,1039151,1038278,1012895,993706
Indiana,Randolph,703643,709279,715849,714945
Indiana,Ripley,1055320,1060328,1065771,1087534
Indiana,Rush,545053,588620,586085,576478
Indiana,St. Joseph,12285187,12822143,13083953,12303774
Indiana,Scott,632476,658212,652077,641588
Indiana,Shelby,1799278,1888046,1870693,1823360
Indiana,Spencer,1148702,1111657,1009600,849445
Indiana,Starke,417453,465462,489484,528176
Indiana,Steuben,1289828,1336357,1352944,1312223
Indiana,Sullivan,906779,887081,897679,817463
Indiana,Switzerland,208969,220313,212013,197086
Indiana,Tippecanoe,8707390,9243587,9263294,9037103
Indiana,Tipton,469449,571981,548508,561148
Indiana,Union,130088,133325,125604,129360
Indiana,Vanderburgh,10062603,10110231,10324016,9844592
Indiana,Vermillion,802532,782890,728194,791356
Indiana,Vigo,4231207,4254872,4284827,4180953
Indiana,Wabash,1106524,1111735,1111707,1096096
Indiana,Warren,221335,230553,216932,229338
Indiana,Warrick,2150322,2239843,2211066,2289923
Indiana,Washington,615413,648372,600738,595674
Indiana,Wayne,2498955,2561613,2554088,2485429
Indiana,Wells,1063621,1125284,1084754,1050120
Indiana,White,894582,932751,909937,957235
Indiana,Whitley,1347475,1490338,1513924,1556320
Iowa,Adair,313800,323596,342041,402814
Iowa,Adams,234997,223514,232782,216645
Iowa,Allamakee,611580,595336,609315,609114
Iowa,Appanoose,378648,369005,367427,358406
Iowa,Audubon,266518,274321,334638,315436
Iowa,Benton,747466,785052,816030,876669
Iowa,Black Hawk,6966501,7133450,6983426,6739491
Iowa,Boone,886179,929320,955484,985932
Iowa,Bremer,1001948,1016502,1015927,973599
Iowa,Buchanan,762446,750652,778043,763992
Iowa,Buena Vista,1195128,1265631,1177286,1176198
Iowa,Butler,399648,388839,390680,405203
Iowa,Calhoun,409618,424965,433305,412840
Iowa,Carroll,1373295,1344804,1297781,1229619
Iowa,Cass,607901,623829,609903,586425
Iowa,Cedar,562916,587162,586481,575676
Iowa,Cerro Gordo,2317284,2315013,2216619,2168339
Iowa,Cherokee,661086,691446,616660,649686
Iowa,Chickasaw,643093,659369,623538,615562
Iowa,Clarke,373946,403645,375800,350593
Iowa,Clay,899698,981167,1033121,1002724
Iowa,Clayton,855526,857017,876540,813471
Iowa,Clinton,2088638,2047825,1985487,1935211
Iowa,Crawford,731005,749281,743393,733641
Iowa,Dallas,4445237,4460442,4735221,4725730
Iowa,Davis,236131,256943,238854,236188
Iowa,Decatur,192065,196891,191710,177057
Iowa,Delaware,978284,938525,894253,900088
Iowa,Des Moines,2109136,2046900,1970021,1821165
Iowa,Dickinson,898801,899062,967369,927622
Iowa,Dubuque,5791772,5811398,5985867,5801448
Iowa,Emmet,340033,379314,371031,319903
Iowa,Fayette,739120,751129,723829,723357
Iowa,Floyd,807913,804667,770175,728635
Iowa,Franklin,609447,606813,596250,592624
Iowa,Fremont,256095,243004,322171,295825
Iowa,Greene,424870,454795,455510,463472
Iowa,Grundy,454522,457044,471955,497417
Iowa,Guthrie,452623,456391,411223,432510
Iowa,Hamilton,865855,918954,831627,724844
Iowa,Hancock,773093,796116,748067,709534
Iowa,Hardin,871504,859782,812628,765366
Iowa,Harrison,381667,382235,391695,387493
Iowa,Henry,848019,870466,847711,808335
Iowa,Howard,433992,450206,459868,458488
Iowa,Humboldt,423485,438285,462962,444169
Iowa,Ida,456136,457383,477808,531668
Iowa,Iowa,1019586,1087107,1048243,1025439
Iowa,Jackson,629157,612554,611405,635772
Iowa,Jasper,1090848,1062652,1112617,1084946
Iowa,Jefferson,619489,645065,641917,620901
Iowa,Johnson,8447889,8480404,8467681,8212803
Iowa,Jones,590450,585046,577901,598102
Iowa,Keokuk,339918,347023,357311,341047
Iowa,Kossuth,925829,951235,918126,856257
Iowa,Lee,1590843,1581692,1595064,1560691
Iowa,Linn,15350188,15766743,15261669,14876063
Iowa,Louisa,606694,661938,719866,674845
Iowa,Lucas,288291,290696,295145,292165
Iowa,Lyon,1085045,1035581,1011527,869854
Iowa,Madison,392158,379552,384322,378033
Iowa,Mahaska,822298,903515,857388,802001
Iowa,Marion,1726203,1791888,1899346,1825393
Iowa,Marshall,1640729,1722053,1705362,1723522
Iowa,Mills,468418,492374,557952,495673
Iowa,Mitchell,601456,653509,661526,621991
Iowa,Monona,305918,294154,320313,319428
Iowa,Monroe,356590,382597,383970,375333
Iowa,Montgomery,384746,388257,386289,363504
Iowa,Muscatine,2497704,2467283,2388163,2311461
Iowa,O'Brien,951716,931044,924587,886548
Iowa,Osceola,463510,470559,385969,359123
Iowa,Page,555501,553845,577598,558239
Iowa,Palo Alto,603935,628157,567112,521242
Iowa,Plymouth,1398448,1436499,1428315,1339989
Iowa,Pocahontas,540494,584971,609856,513918
Iowa,Polk,38224166,38797599,39489590,40003968
Iowa,Pottawattamie,3888314,4064659,3932364,3627672
Iowa,Poweshiek,974203,1030763,1044786,1106728
Iowa,Ringgold,195623,192530,204306,193972
Iowa,Sac,548065,560019,568502,568873
Iowa,Scott,8554120,8511626,8709079,8387605
Iowa,Shelby,648073,677773,697693,651440
Iowa,Sioux,2609813,2642718,2496775,2427524
Iowa,Story,4928744,4947350,4987743,4862860
Iowa,Tama,549624,587013,609441,676404
Iowa,Taylor,227359,233071,245069,238099
Iowa,Union,539698,571216,575428,574710
Iowa,Van Buren,215555,223575,208429,194837
Iowa,Wapello,1497341,1489861,1478010,1405406
Iowa,Warren,1117110,1086155,1128907,1101369
Iowa,Washington,1130474,1198498,1253762,1034583
Iowa,Wayne,203177,221067,210467,214858
Iowa,Webster,1949704,1890819,1898607,1795898
Iowa,Winnebago,383567,414956,390344,401474
Iowa,Winneshiek,931825,950137,949011,977316
Iowa,Woodbury,4563621,4775913,4663116,4505396
Iowa,Worth,276959,274455,273178,270948
Iowa,Wright,669637,769053,647649,643686
Kansas,Allen,467064,498430,537849,537007
Kansas,Anderson,246617,243035,266839,279938
Kansas,Atchison,677964,688237,689470,653366
Kansas,Barber,239700,211938,205882,206714
Kansas,Barton,1169192,1161532,1192574,1152933
Kansas,Bourbon,578010,630285,557183,551341
Kansas,Brown,457775,521447,513114,471878
Kansas,Butler,2298167,2351738,2387802,2412601
Kansas,Chase,119972,131682,129757,125281
Kansas,Chautauqua,72472,76469,72755,76430
Kansas,Cherokee,641250,688090,695416,717388
Kansas,Cheyenne,103837,126796,125305,138108
Kansas,Clark,203965,223880,213455,207497
Kansas,Clay,249927,266466,282184,268434
Kansas,Cloud,329103,341576,357553,347936
Kansas,Coffey,830692,776864,773136,804570
Kansas,Comanche,73413,64045,68988,60603
Kansas,Cowley,1292631,1314131,1246988,1222928
Kansas,Crawford,1406205,1474252,1487985,1495298
Kansas,Decatur,118377,135842,143700,154304
Kansas,Dickinson,582486,615206,602462,592121
Kansas,Doniphan,256898,241436,268532,239185
Kansas,Douglas,4443152,4572224,4581216,4362445
Kansas,Edwards,209575,201950,204201,189183
Kansas,Elk,80690,73755,74578,70286
Kansas,Ellis,1457095,1488379,1478814,1467560
Kansas,Ellsworth,244809,255743,270728,265638
Kansas,Finney,2118006,2218339,2110368,2061237
Kansas,Ford,1943235,2149930,2106351,2173959
Kansas,Franklin,797769,845581,828536,818567
Kansas,Geary,2664914,2670597,2633825,2671243
Kansas,Gove,156589,156065,152348,155147
Kansas,Graham,132986,130788,130081,128804
Kansas,Grant,580591,632022,485625,461610
Kansas,Gray,803988,782754,701121,609623
Kansas,Greeley,178228,171045,159555,160056
Kansas,Greenwood,152997,156523,153354,150528
Kansas,Hamilton,264709,298381,307977,300034
Kansas,Harper,318338,313968,330280,336793
Kansas,Harvey,1118925,1198149,1194007,1154214
Kansas,Haskell,582712,491271,357932,337005
Kansas,Hodgeman,159546,156402,161290,155446
Kansas,Jackson,329293,370144,353105,350273
Kansas,Jefferson,391865,394754,398250,389694
Kansas,Jewell,95238,130227,139435,134852
Kansas,Johnson,43583997,44869982,46428493,45975899
Kansas,Kearny,267023,257969,260732,265580
Kansas,Kingman,271382,272293,277391,348925
Kansas,Kiowa,115036,129460,112542,123322
Kansas,Labette,765305,780532,779473,744087
Kansas,Lane,163765,159786,142236,129817
Kansas,Leavenworth,2645531,2668523,2604170,2562300
Kansas,Lincoln,110319,108880,98786,125795
Kansas,Linn,381639,427896,441336,464947
Kansas,Logan,156433,149140,150559,168538
Kansas,Lyon,1210759,1357846,1310621,1315623
Kansas,McPherson,1937080,2099008,2042434,1975391
Kansas,Marion,326130,359287,391573,378791
Kansas,Marshall,468566,470338,467741,458072
Kansas,Meade,247562,264470,289356,261867
Kansas,Miami,832406,875106,878673,870369
Kansas,Mitchell,368208,397227,417815,422965
Kansas,Montgomery,1451863,1601484,1723501,1774966
Kansas,Morris,174653,208613,188196,189998
Kansas,Morton,160483,157743,139749,150566
Kansas,Nemaha,458797,464952,391116,426018
Kansas,Neosho,502707,516292,568001,527388
Kansas,Ness,173438,182716,186109,192308
Kansas,Norton,223584,212622,226168,236493
Kansas,Osage,267372,297439,291580,290191
Kansas,Osborne,162222,167818,165896,163332
Kansas,Ottawa,108805,108638,101593,110859
Kansas,Pawnee,302612,289332,296129,283126
Kansas,Phillips,334103,365737,384490,397344
Kansas,Pottawatomie,1295662,1298356,1117860,1093410
Kansas,Pratt,522630,521946,584382,557276
Kansas,Rawlins,123517,117202,117585,142977
Kansas,Reno,2254450,2287785,2322364,2285662
Kansas,Republic,204974,202709,218773,202298
Kansas,Rice,500898,509711,624383,584050
Kansas,Riley,2475586,2431925,2438944,2370597
Kansas,Rooks,223798,202341,181885,190756
Kansas,Rush,122469,143736,155966,155519
Kansas,Russell,329658,261442,256462,262542
Kansas,Saline,2640325,2665627,2602044,2480833
Kansas,Scott,538243,463513,349188,322982
Kansas,Sedgwick,29303637,29040351,29529249,27591664
Kansas,Seward,1213964,1245253,1157326,1189257
Kansas,Shawnee,9281647,9589193,9391170,9399237
Kansas,Sheridan,140475,107916,103768,133084
Kansas,Sherman,269168,277664,277223,284558
Kansas,Smith,122683,146424,161018,173358
Kansas,Stafford,173923,184925,195286,207651
Kansas,Stanton,204123,192009,242385,234000
Kansas,Stevens,338177,314879,337332,352521
Kansas,Sumner,626398,643744,711201,658477
Kansas,Thomas,440358,470788,483434,540529
Kansas,Trego,160227,170886,165140,161973
Kansas,Wabaunsee,125531,144744,140330,136101
Kansas,Wallace,81876,91948,98873,106165
Kansas,Washington,197136,214052,212751,230175
Kansas,Wichita,358361,319755,291702,240836
Kansas,Wilson,330090,321987,314648,295075
Kansas,Woodson,80950,79557,80610,80660
Kansas,Wyandotte,10713098,11109051,11056360,10800431
Kentucky,Adair,330134,340837,346089,343265
Kentucky,Allen,458936,464886,457926,427733
Kentucky,Anderson,528494,514290,513638,492891
Kentucky,Ballard,193368,180909,203399,208519
Kentucky,Barren,1368688,1321278,1319369,1277879
Kentucky,Bath,173952,182140,183392,177204
Kentucky,Bell,728771,693519,706970,683774
Kentucky,Boone,10001234,10407533,10561822,10200886
Kentucky,Bourbon,958761,1013014,955326,863098
Kentucky,Boyd,3600278,3956545,4082463,4053520
Kentucky,Boyle,1121968,1123969,1148042,1074985
Kentucky,Bracken,138789,139807,138408,141695
Kentucky,Breathitt,219793,217564,202568,182932
Kentucky,Breckinridge,348639,334331,357495,363440
Kentucky,Bullitt,2286077,2221647,2264688,2233899
Kentucky,Butler,299000,273544,294221,286903
Kentucky,Caldwell,348155,363178,351121,364540
Kentucky,Calloway,1243422,1266984,1300051,1245227
Kentucky,Campbell,3086649,3090168,3122673,3005234
Kentucky,Carlisle,134332,125000,154344,149113
Kentucky,Carroll,1911659,1943678,1989506,1800554
Kentucky,Carter,459265,451501,441471,442835
Kentucky,Casey,287841,292599,300052,308730
Kentucky,Christian,5394120,5325279,5277096,5298755
Kentucky,Clark,1404909,1388893,1389224,1310952
Kentucky,Clay,309949,301157,300081,293610
Kentucky,Clinton,312234,310741,300112,293409
Kentucky,Crittenden,189503,189378,178095,177541
Kentucky,Cumberland,131886,137278,144568,150904
Kentucky,Daviess,4278743,4207105,4162469,4033287
Kentucky,Edmonson,156329,153674,164971,166968
Kentucky,Elliott,71881,71471,72925,69565
Kentucky,Estill,193369,193993,193412,191815
Kentucky,Fayette,18164107,18304009,18608398,17759671
Kentucky,Fleming,263074,269142,282228,291750
Kentucky,Floyd,1032268,1009064,1057027,998204
Kentucky,Franklin,2753126,2746173,2728399,2660456
Kentucky,Fulton,178730,169621,181588,178764
Kentucky,Gallatin,344002,313984,350515,364883
Kentucky,Garrard,233754,235836,233633,225440
Kentucky,Grant,474910,471113,464860,449892
Kentucky,Graves,1168619,1179330,1153315,1122237
Kentucky,Grayson,629552,620005,653214,641835
Kentucky,Green,148311,137358,145641,157866
Kentucky,Greenup,753137,817280,858427,799026
Kentucky,Hancock,784551,759588,809526,849056
Kentucky,Hardin,4661287,4604716,4739384,4620201
Kentucky,Harlan,531761,533122,506870,477056
Kentucky,Harrison,459506,495802,469763,460105
Kentucky,Hart,500859,505087,523882,503109
Kentucky,Henderson,1916819,1832981,1860747,1827846
Kentucky,Henry,317976,315544,316576,321642
Kentucky,Hickman,194227,198568,181818,158559
Kentucky,Hopkins,1677972,1690029,1755912,1658687
Kentucky,Jackson,144548,142429,148395,140278
Kentucky,Jefferson,48108875,48870990,50106756,48558750
Kentucky,Jessamine,1828092,1910678,1884149,1810356
Kentucky,Johnson,405404,399624,405228,392622
Kentucky,Kenton,6676318,7219962,7702883,7671398
Kentucky,Knott,201685,209616,207437,199340
Kentucky,Knox,589650,567698,557439,525480
Kentucky,Larue,199380,206489,195499,203407
Kentucky,Laurel,1913449,1917629,1914336,1844072
Kentucky,Lawrence,299891,306518,324037,321151
Kentucky,Lee,115271,121023,119334,121383
Kentucky,Leslie,162523,170645,157687,146541
Kentucky,Letcher,331666,347738,323567,301766
Kentucky,Lewis,165753,179555,184836,183582
Kentucky,Lincoln,373123,362493,371568,368704
Kentucky,Livingston,250664,252038,256428,273944
Kentucky,Logan,1073671,1049316,1152832,1192743
Kentucky,Lyon,201903,197491,201401,197733
Kentucky,McCracken,3900059,3809836,3878458,3645427
Kentucky,McCreary,222765,226049,225356,231741
Kentucky,McLean,306587,305529,279477,229091
Kentucky,Madison,2711722,2694059,2721651,2591253
Kentucky,Magoffin,139633,145599,148681,142324
Kentucky,Marion,794022,809408,833855,795337
Kentucky,Marshall,1324505,1240361,1300162,1262796
Kentucky,Martin,282363,249761,245888,208899
Kentucky,Mason,989900,1009368,973633,1021213
Kentucky,Meade,464782,452212,492501,497259
Kentucky,Menifee,73851,76993,79018,79227
Kentucky,Mercer,768471,794291,723499,695751
Kentucky,Metcalfe,167734,158291,160767,165705
Kentucky,Monroe,285099,290128,286191,280517
Kentucky,Montgomery,889977,907787,917274,877119
Kentucky,Morgan,226179,229727,236676,221509
Kentucky,Muhlenberg,1142080,1179065,1169173,1066001
Kentucky,Nelson,1434277,1436582,1437498,1405150
Kentucky,Nicholas,89728,84834,89098,85379
Kentucky,Ohio,905883,877525,839286,729189
Kentucky,Oldham,1727587,1732303,1750019,1679452
Kentucky,Owen,207631,188697,171058,165798
Kentucky,Owsley,46440,46716,43963,42305
Kentucky,Pendleton,258845,264589,260902,254784
Kentucky,Perry,935622,936335,902250,854110
Kentucky,Pike,1985472,1974778,1942230,1843038
Kentucky,Powell,191604,202963,201426,200970
Kentucky,Pulaski,1877786,1961738,2012346,1928098
Kentucky,Robertson,22294,22714,22796,23335
Kentucky,Rockcastle,291989,290249,301724,284753
Kentucky,Rowan,652106,670677,663451,632965
Kentucky,Russell,506461,544134,579966,577519
Kentucky,Scott,2812576,3107731,3206754,3203386
Kentucky,Shelby,1475909,1530033,1506643,1482034
Kentucky,Simpson,792731,787615,792800,897581
Kentucky,Spencer,244330,246848,250320,258814
Kentucky,Taylor,790707,773058,799268,789790
Kentucky,Todd,328602,312014,332601,336601
Kentucky,Trigg,248898,243275,257427,247389
Kentucky,Trimble,463072,453914,465354,495830
Kentucky,Union,669555,677220,746237,855597
Kentucky,Warren,5548386,5464995,5657965,5474620
Kentucky,Washington,297268,301792,289074,284077
Kentucky,Wayne,384228,393723,385141,386501
Kentucky,Webster,586360,591029,512479,391434
Kentucky,Whitley,929207,946732,963473,925806
Kentucky,Wolfe,91004,92463,87903,91355
Kentucky,Woodford,1109055,1151111,1155061,1041687
Louisiana,Acadia,1475865,1482303,1443461,1440636
Louisiana,Allen,640471,649888,643915,608593
Louisiana,Ascension,8337881,8318416,8408442,7915627
Louisiana,Assumption,443238,452787,466957,428691
Louisiana,Avoyelles,846509,861921,842023,817163
Louisiana,Beauregard,932374,990506,996718,989099
Louisiana,Bienville,698344,695499,706206,627061
Louisiana,Bossier,5121983,5212363,5207876,4927925
Louisiana,Caddo,12215038,12317250,12450126,11735815
Louisiana,Calcasieu,15109792,14807709,15512865,14102712
Louisiana,Caldwell,173017,174811,180016,168999
Louisiana,Cameron,1645488,1562205,1259147,1040715
Louisiana,Catahoula,177263,167441,179326,177240
Louisiana,Claiborne,468401,462268,443390,384797
Louisiana,Concordia,536835,541652,548198,544397
Louisiana,De Soto,3482695,3448874,3717166,3051035
Louisiana,East Baton Rouge,34560742,36493145,34139057,32159428
Louisiana,East Carroll,180586,172350,161249,168730
Louisiana,East Feliciana,431320,449786,451024,451093
Louisiana,Evangeline,837538,825950,851685,870692
Louisiana,Franklin,453056,531900,560061,537030
Louisiana,Grant,333951,337272,328655,320245
Louisiana,Iberia,2949597,2975234,2986732,2702549
Louisiana,Iberville,1876833,1855790,1902581,1783591
Louisiana,Jackson,455441,453286,442405,415233
Louisiana,Jefferson,21575451,21467001,21821050,20237809
Louisiana,Jefferson Davis,935994,889440,879901,880532
Louisiana,Lafayette,12594801,13131620,13091842,12148850
Louisiana,Lafourche,3711275,3780560,3767904,3686250
Louisiana,LaSalle,446737,478312,505692,471998
Louisiana,Lincoln,2074777,2097380,2110843,2003358
Louisiana,Livingston,2628502,2994091,2967823,2874243
Louisiana,Madison,416788,417923,419594,420428
Louisiana,Morehouse,578089,570321,576198,578410
Louisiana,Natchitoches,1307353,1294247,1298701,1224853
Louisiana,Orleans,21478998,21609258,21944520,20227763
Louisiana,Ouachita,6605457,6707535,6451069,6165716
Louisiana,Plaquemines,3929097,3804309,3898382,3575101
Louisiana,Pointe Coupee,817755,792508,807285,700627
Louisiana,Rapides,5163098,5186653,5183392,4971096
Louisiana,Red River,1048389,1133294,1169410,931094
Louisiana,Richland,521279,530794,558917,551447
Louisiana,Sabine,755122,822600,788101,700624
Louisiana,St. Bernard,2061543,2144483,1474182,1494407
Louisiana,St. Charles,8770606,8010027,8705733,8742131
Louisiana,St. Helena,151525,188848,179542,171827
Louisiana,St. James,3482070,3317251,3131651,2917005
Louisiana,St. John the Baptist,4170727,4138944,4276736,4079861
Louisiana,St. Landry,2345602,2277474,2331914,2361621
Louisiana,St. Martin,1144296,1159788,1172638,1088992
