Q1-State,Q2-County,Q3-2017,Q4-2018,Q5-2019,Q6-2020
Alabama,Autauga,1587695,1602077,,1520973
Alabama,Baldwin,6453588,6799715,7134734,6985901
Alabama,Barbour,721125,730518,729105,687074
Alabama,Bibb,353234,None,380453,388330
Alabama,Blount,920401,967135,932215,881874
Alabama,Bullock,225304,235358,247229,    
Alabama,Butler,584855,609244,615641,574717
Alabama,Calhoun,3904458,3959304,4114829,3982561
Alabama,Chambers,785046,807107,817533,808162
Alabama,Cherokee,508778,540834,527358,475640
Alabama,Chilton,880016,918168,980365,957204
Alabama,Choctaw,505673,546076,492926,488633
Alabama,Clarke,728113,750365,736710,730025
Alabama,Clay,368300,444465,419318,407934
Alabama,Cleburne,297209,302347,274512,260207
Alabama,Coffee,1301763,1326701,1315749,1249738
Alabama,Colbert,2268306,2363329,2341000,2367932
Alabama,Conecuh,538017,488194,466540,435791
Alabama,Coosa,169996,178018,176482,180648
Alabama,Covington,1165463,1166050,1100109,1051514
Alabama,Crenshaw,419898,448270,428320,374307
Alabama,Cullman,2598508,2601327,2649646,2567437
Alabama,Dale,2591882,2514046,2522516,2427204
Alabama,Dallas,1118491,1122110,1102126,1053089
Alabama,DeKalb,1847471,1921659,1857673,1777822
Alabama,Elmore,1777348,1789092,1809270,1709154
Alabama,Escambia,1238865,1215138,1206764,1153705
Alabama,Etowah,2809493,2841049,2766192,2563314
Alabama,Fayette,320476,316814,321519,305877
Alabama,Franklin,907706,962638,926671,890896
Alabama,Geneva,503896,502402,526336,488863
Alabama,Greene,210124,209945,218149,197615
Alabama,Hale,271623,246837,241685,241617
Alabama,Henry,391731,396376,407934,389768
Alabama,Houston,4867988,4880057,4957322,4788927
Alabama,Jackson,1378489,1437962,1381755,1313862
Alabama,Jefferson,40364992,41028930,41244762,39199550
Alabama,Lamar,309283,304861,305015,287202
Alabama,Lauderdale,2374775,2371552,2367072,2298418
Alabama,Lawrence,478923,504193,501518,524136
Alabama,Lee,5448360,5389074,5603187,5570011
Alabama,Limestone,3411295,3385841,3572973,3482707
Alabama,Lowndes,418011,399841,377807,363769
Alabama,Macon,487572,481537,478726,475374
Alabama,Madison,21789269,22720023,23670284,23543852
Alabama,Marengo,642708,672252,681595,674690
Alabama,Marion,798214,810967,792988,763653
Alabama,Marshall,3164613,3245603,3276199,3200499
Alabama,Mobile,18215505,18455706,18652926,18079418
Alabama,Monroe,658871,629022,599556,568233
Alabama,Montgomery,12569243,12524276,12558288,12182340
Alabama,Morgan,5034458,5104998,5135887,5092131
Alabama,Perry,199944,196637,192844,183394
Alabama,Pickens,433779,427099,429936,404316
Alabama,Pike,1304003,1285265,1286294,1235839
Alabama,Randolph,474844,484942,464111,425424
Alabama,Russell,1323460,1315599,1313851,1285414
Alabama,St. Clair,1822443,1872929,1871513,1824570
Alabama,Shelby,10468422,10673132,10814962,10500006
Alabama,Sumter,308764,302068,294189,283683
Alabama,Talladega,2867439,2894807,2864298,2756664
Alabama,Tallapoosa,1190058,1213743,1265550,1225259
Alabama,Tuscaloosa,9788372,9884658,10491624,10098832
Alabama,Walker,1875503,1886388,1694530,1577350
Alabama,Washington,753456,742567,789922,732077
Alabama,Wilcox,392873,416036,384636,385496
Alabama,Winston,644729,645050,698066,700955
Alaska,Aleutians East Borough,225524,196977,211829,190988
Alaska,Aleutians West Census Area,385386,375677,372939,360360
Alaska,Anchorage Municipality,21145131,21275142,21096610,20006260
Alaska,Bethel Census Area,664874,672009,669380,647483
Alaska,Bristol Bay Borough,120325,130396,125131,107600
Alaska,Chugach Census Area1,(NA),(NA),(NA),(NA)
Alaska,Copper River Census Area1,(NA),(NA),(NA),(NA)
Alaska,Denali Borough,260727,262098,259591,203501
Alaska,Dillingham Census Area,244154,244349,239239,215253
Alaska,Fairbanks North Star Borough,5355362,5291435,5254634,5092503
Alaska,Haines Borough,102946,109959,108666,85107
Alaska,Hoonah-Angoon Census Area,95606,96138,99646,90774
Alaska,Juneau City and Borough,2386873,2348798,2302465,2183825
Alaska,Kenai Peninsula Borough,2922115,2628605,2703389,2661120
Alaska,Ketchikan Gateway Borough,822684,819401,838509,745136
Alaska,Kodiak Island Borough,720140,703425,717581,680484
Alaska,Kusilvak Census Area,139030,141127,141922,141436
Alaska,Lake and Peninsula Borough,88522,93420,85613,74371
Alaska,Matanuska-Susitna Borough,2403156,2443285,2556968,2534009
Alaska,Nome Census Area,413472,409188,407769,395401
Alaska,North Slope Borough,10980176,10050255,10389622,9143816
Alaska,Northwest Arctic Borough,701856,688496,666604,620696
Alaska,Petersburg Borough,180167,180505,185348,184819
Alaska,Prince of Wales-Hyder Census Area,246890,251947,263853,260584
Alaska,Sitka City and Borough,435881,444383,441235,385262
Alaska,Skagway Municipality,102737,98621,99677,70752
Alaska,Southeast Fairbanks Census Area,692558,658023,602812,622826
Alaska,Valdez-Cordova Census Area1,2132610,2098601,2255039,(NA)
Alaska,Wrangell City and Borough,98909,99074,94807,93843
Alaska,Yakutat City and Borough,25689,26876,28935,30972
Alaska,Yukon-Koyukuk Census Area,260791,273293,270179,256635
Arizona,Apache,2356511,2386806,2128397,2157467
Arizona,Cochise,4205704,4187426,4280992,4501616
Arizona,Coconino,7149723,7089777,6829438,6321341
Arizona,Gila,1690890,1705180,1687658,1684553
Arizona,Graham,870164,899154,947920,982532
Arizona,Greenlee,1638845,1555996,1576320,1499870
Arizona,La Paz,669175,661271,682877,688842
Arizona,Maricopa,214120001,223590591,233321462,231963078
Arizona,Mohave,4816906,4900496,5074156,5113573
Arizona,Navajo,2758995,2859345,2642699,2537793
Arizona,Pima,38533954,39534741,40179930,38478791
Arizona,Pinal,7965575,8368354,8585413,8752073
Arizona,Santa Cruz,1746694,1792086,1767253,1734246
Arizona,Yavapai,6606836,6657557,6692200,6617293
Arizona,Yuma,7258853,7331342,7384506,7422021
Arkansas,Arkansas,943684,971183,966397,988706
Arkansas,Ashley,693283,680615,677007,610346
Arkansas,Baxter,1268312,1285220,1278578,1239729
Arkansas,Benton,13147706,13639837,14096756,14467239
Arkansas,Boone,1170359,1176932,1170571,1158133
Arkansas,Bradley,294601,313707,298606,284345
Arkansas,Calhoun,330193,320358,310815,307483
Arkansas,Carroll,775461,783382,790413,773575
Arkansas,Chicot,251713,247654,242945,249801
Arkansas,Clark,703202,727789,714943,680628
Arkansas,Clay,336667,315184,298149,303924
Arkansas,Cleburne,727170,698553,715489,689702
Arkansas,Cleveland,134232,153491,118887,96315
Arkansas,Columbia,835073,859980,833191,770150
Arkansas,Conway,779821,769677,749372,732630
Arkansas,Craighead,4049587,4182226,4334486,4256903
Arkansas,Crawford,1510848,1526442,1547475,1528616
Arkansas,Crittenden,1628023,1638514,1679445,1598537
Arkansas,Cross,426274,394483,397141,422368
Arkansas,Dallas,201422,197398,190580,185424
Arkansas,Desha,509685,500131,511387,520191
Arkansas,Drew,577832,574922,559291,521108
Arkansas,Faulkner,3492999,3581062,3561759,3423095
Arkansas,Franklin,404267,414704,412443,421930
Arkansas,Fulton,154811,163469,163622,162030
Arkansas,Garland,2992677,3051463,3054365,2957264
Arkansas,Grant,367488,368134,385744,382945
Arkansas,Greene,1282760,1318104,1329611,1314094
Arkansas,Hempstead,904786,883716,861068,842144
Arkansas,Hot Spring,938136,930648,873798,856444
Arkansas,Howard,590771,608701,538514,508829
Arkansas,Independence,1649637,1760694,1634129,1487088
Arkansas,Izard,267748,273891,258246,232164
Arkansas,Jackson,627491,664339,640155,662759
Arkansas,Jefferson,2830649,2745288,2749951,2680639
Arkansas,Johnson,661360,675288,655736,636808
Arkansas,Lafayette,151642,146635,126838,129237
Arkansas,Lawrence,418270,413547,394968,423315
Arkansas,Lee,158066,146574,162592,144788
Arkansas,Lincoln,231026,233168,220915,207687
Arkansas,Little River,446140,431025,438064,433041
Arkansas,Logan,492421,511681,438825,421432
Arkansas,Lonoke,1210259,1212353,1193391,1182122
Arkansas,Madison,372870,384158,342893,350421
Arkansas,Marion,507444,453045,545770,440581
Arkansas,Miller,1212595,1210444,1233604,1160106
Arkansas,Mississippi,2204137,2434838,2570710,2619912
Arkansas,Monroe,168626,162850,175131,186748
Arkansas,Montgomery,131726,134103,125093,122589
Arkansas,Nevada,243224,247658,223053,206410
Arkansas,Newton,112025,90560,91962,89111
Arkansas,Ouachita,566632,575625,559672,530849
Arkansas,Perry,144298,145683,136283,129926
Arkansas,Phillips,460491,447430,473931,471974
Arkansas,Pike,229929,233587,211886,208413
Arkansas,Poinsett,555790,535584,538448,540713
Arkansas,Polk,487614,509929,489078,458968
Arkansas,Pope,2600751,2585841,2600390,2595596
Arkansas,Prairie,202896,185538,164926,204171
Arkansas,Pulaski,25602515,25901785,26399358,25848697
Arkansas,Randolph,422728,439618,437346,443387
Arkansas,St. Francis,652884,642713,651201,655629
Arkansas,Saline,2226596,2354762,2275529,2216370
Arkansas,Scott,266266,284074,255301,231085
Arkansas,Searcy,154647,149873,156642,151794
Arkansas,Sebastian,5867673,6056680,6099593,5993166
Arkansas,Sevier,473646,493638,450128,411423
Arkansas,Sharp,337941,347174,304247,275584
Arkansas,Stone,235635,227224,215539,198469
Arkansas,Union,2333636,2340456,2444503,2381739
Arkansas,Van Buren,535543,492984,480600,476650
Arkansas,Washington,9995100,10277344,10459272,10414772
Arkansas,White,2068293,2115786,2134793,2097404
Arkansas,Woodruff,229225,229597,212755,247355
Arkansas,Yell,548054,580435,555952,524461
California,Alameda,119117078,123718310,126183638,121709013
California,Alpine,99643,100131,104501,94421
California,Amador,1570431,1585410,1625096,1571455
California,Butte,8434322,8543593,8701260,8130900
California,Calaveras,1292735,1238320,1412753,1312022
California,Colusa,1199687,1408034,1244078,1475738
California,Contra Costa,71878033,76615513,79295699,76705181
California,Del Norte,688089,709056,704591,791153
California,El Dorado,7238157,7471362,7435270,6926104
California,Fresno,39921581,41016044,42111573,41216318
California,Glenn,982720,1103979,1124597,1305510
California,Humboldt,4986467,5053603,5185967,4974904
California,Imperial,8155429,8102824,8471316,8273072
California,Inyo,1224445,1175310,1214209,1182230
California,Kern,46781960,47738604,49221208,48674498
California,Kings,5924008,5882811,6054971,6266094
California,Lake,1768943,1850962,1875971,1883809
California,Lassen,1071059,1077095,1071584,1083379
California,Los Angeles,662418536,681549961,703781312,659328437
California,Madera,6012170,5988270,6194111,6240917
California,Marin,22815861,25037176,27175273,26875951
California,Mariposa,664863,764080,775501,705107
California,Mendocino,3261212,3290676,3295575,3186549
California,Merced,9012107,8994225,9119281,9099866
California,Modoc,357793,373250,414965,437915
California,Mono,1027563,957625,1016599,922078
California,Monterey,25122789,25923751,26819709,25387255
California,Napa,9870652,9898897,9997969,9482760
California,Nevada,3940019,3896864,3982808,3803890
California,Orange,220075102,226110295,231036264,220845026
California,Placer,19894372,20911650,21472690,20860227
California,Plumas,1006000,940398,1042571,910031
California,Riverside,75327830,78156440,80690542,78285711
California,Sacramento,77961074,80936234,83951132,81577179
California,San Benito,2075377,2115616,2280142,2199197
California,San Bernardino,78146465,80460743,83759253,82202264
California,San Diego,203932550,209426148,214035153,207747927
California,San Francisco,155258114,166716731,176392838,175001370
California,San Joaquin,26787016,27808462,28686598,28417585
California,San Luis Obispo,15449070,15808438,15901604,15536252
California,San Mateo,113829269,119797765,125850236,124434270
California,Santa Barbara,25885092,26938329,27183782,26623985
California,Santa Clara,282946368,306691667,325665794,340009883
California,Santa Cruz,12786326,13243490,14124562,13591297
California,Shasta,7437919,7219547,7608827,7341817
California,Sierra,82019,84198,87671,80670
California,Siskiyou,1546848,1563467,1579641,1641363
California,Solano,20899701,21944195,24048606,24020822
California,Sonoma,26325465,27565642,27657268,26611361
California,Stanislaus,20632799,21234213,21658223,21439045
California,Sutter,3095179,3307355,3282757,3357591
California,Tehama,1882273,1885606,1980076,2011859
California,Trinity,371527,359579,357454,368912
California,Tulare,16847054,17063694,17762269,17662200
California,Tuolumne,2455844,2284494,2404999,2193724
California,Ventura,46470387,46592945,47846529,46597738
California,Yolo,13013233,13472232,13964754,13587572
California,Yuba,2948046,2980485,3087444,3045748
Colorado,Adams,23784769,24745551,25858619,25451180
Colorado,Alamosa,613032,638684,641874,664882
Colorado,Arapahoe,42024419,43909234,44278392,43489732
Colorado,Archuleta,493487,504138,510854,494375
Colorado,Baca,164357,129189,128539,173764
Colorado,Bent,135923,135559,131212,143196
Colorado,Boulder,25104630,25865152,27502894,26619597
Colorado,Broomfield,6924833,6562146,6937897,6895273
Colorado,Chaffee,679485,712666,743484,736035
Colorado,Cheyenne,184802,176810,186510,215685
Colorado,Clear Creek,523011,464803,536445,500481
Colorado,Conejos,194892,204469,198454,204012
Colorado,Costilla,79072,80947,81632,88681
Colorado,Crowley,123247,135223,125619,123783
Colorado,Custer,108211,110677,120477,124417
Colorado,Delta,723286,784802,806409,818405
Colorado,Denver,66026526,69239514,74702568,71810805
Colorado,Dolores,202223,156648,152722,157346
Colorado,Douglas,16510310,17842000,17821178,17347206
Colorado,Eagle,3560570,3602348,3703041,3446182
Colorado,Elbert,508148,583632,651598,652812
Colorado,El Paso,31036447,32154123,33127327,33110622
Colorado,Fremont,1239623,1269710,1271820,1273467
Colorado,Garfield,4544978,4328140,4427385,4218575
Colorado,Gilpin,593978,546571,540277,475129
Colorado,Grand,859167,848318,876168,850839
Colorado,Gunnison,1028011,1049017,1021921,941543
Colorado,Hinsdale,34348,35131,34036,31882
Colorado,Huerfano,267798,258738,260530,284855
Colorado,Jackson,111101,127312,140351,122942
Colorado,Jefferson,27962649,28935488,30113572,29075319
Colorado,Kiowa,54097,54467,76882,92444
Colorado,Kit Carson,321257,282013,364462,404348
Colorado,Lake,258317,264924,299173,279119
Colorado,La Plata,3531171,3403255,3337450,3133046
Colorado,Larimer,17046840,17863652,18815195,18624980
Colorado,Las Animas,712595,686472,674763,687058
Colorado,Lincoln,357561,346758,349399,407597
Colorado,Logan,1033788,995087,988146,993645
Colorado,Mesa,5724372,5967075,6039762,5849815
Colorado,Mineral,49724,52987,53697,47817
Colorado,Moffat,1026884,952534,993518,988747
Colorado,Montezuma,2323033,1910458,1990268,1698561
Colorado,Montrose,1335236,1449318,1478875,1467479
Colorado,Morgan,1417097,1522602,1479665,1444845
Colorado,Otero,488792,520822,554988,561878
Colorado,Ouray,200813,209924,221293,221206
Colorado,Park,376251,382312,409944,410660
Colorado,Phillips,165253,180410,180001,190461
Colorado,Pitkin,1993986,2019058,2040693,1846417
Colorado,Prowers,489204,512958,502188,469347
Colorado,Pueblo,5447171,5626244,5790286,5552533
Colorado,Rio Blanco,819300,756446,807105,776121
Colorado,Rio Grande,383193,419472,435773,443550
Colorado,Routt,1726010,1721099,1803011,1728212
Colorado,Saguache,163489,186030,210208,213097
Colorado,San Juan,55161,32409,33225,50883
Colorado,San Miguel,571685,572545,588502,553806
Colorado,Sedgwick,66555,73907,79740,84330
Colorado,Summit,2312817,2300478,2401743,2272803
Colorado,Teller,907518,880384,918493,893142
Colorado,Washington,162603,167576,183858,224582
Colorado,Weld,21209709,22881521,23686854,20961477
Colorado,Yuma,519128,508649,563662,547401
Connecticut,Fairfield,80739072,82176512,81895069,77114999
Connecticut,Hartford,78655957,78719146,79002484,73199344
Connecticut,Litchfield,7513422,7385901,7612070,7185935
Connecticut,Middlesex,8701521,8740036,8854701,8113106
Connecticut,New Haven,45503436,46357219,47182725,45522066
Connecticut,New London,17117781,17444299,17508777,15556716
Connecticut,Tolland,4891203,4841261,4961783,4875457
Connecticut,Windham,4316528,4393990,4550511,4363941
Delaware,Kent,6811917,7128085,7681601,7646121
Delaware,New Castle,43014901,43292638,44503725,42841997
Delaware,Sussex,11003146,11359701,12151829,11648893
Florida,Alachua,11882789,12295786,12675917,12653895
Florida,Baker,608781,595462,598797,634614
Florida,Bay,7549896,7649376,7770640,7692145
Florida,Bradford,634593,647437,608191,595628
Florida,Brevard,22594688,23605957,24488126,24277041
Florida,Broward,93781998,96571820,99667401,95048259
Florida,Calhoun,267079,224485,228221,230116
Florida,Charlotte,4758246,4934235,5132804,5123076
Florida,Citrus,3385083,3528236,3889873,3829030
Florida,Clay,4721246,4918863,5044563,4909445
Florida,Collier,16698069,17643609,17915539,17555943
Florida,Columbia,2027419,2107949,2160466,2088576
Florida,DeSoto,946433,908827,973502,976720
Florida,Dixie,287185,283977,280960,281574
Florida,Duval,56125885,58004224,60575324,60529067
Florida,Escambia,14039634,13977767,14286019,14144123
Florida,Flagler,2434183,2481563,2605838,2656526
Florida,Franklin,331205,336194,344397,335276
Florida,Gadsden,1183589,1172331,1182620,1209061
Florida,Gilchrist,324645,336277,345971,433369
Florida,Glades,280350,287745,354905,371528
Florida,Gulf,370413,370845,381387,391919
Florida,Hamilton,424869,442683,458490,465954
Florida,Hardee,1042130,954913,964327,1046593
Florida,Hendry,1194074,1249834,1299512,1350357
Florida,Hernando,3692428,3906214,3966234,3928981
Florida,Highlands,2366543,2280684,2426133,2391999
Florida,Hillsborough,78947958,81571702,85153512,83550687
Florida,Holmes,327350,320516,372328,366217
Florida,Indian River,5902937,6037532,6251797,5986673
Florida,Jackson,1230733,1226396,1248219,1225756
Florida,Jefferson,277948,266423,274791,280391
Florida,Lafayette,161912,167277,150680,160099
Florida,Lake,8691209,9011351,9264579,9373794
Florida,Lee,28267947,29219725,29723883,29010141
Florida,Leon,13404341,13447368,13766905,13327769
Florida,Levy,916958,912725,906727,900987
Florida,Liberty,200207,203246,185745,184750
Florida,Madison,378516,398626,384413,394406
Florida,Manatee,12836217,13422725,14154659,14048289
Florida,Marion,8913100,9183128,9424822,9597165
Florida,Martin,6783251,7038143,7155892,7009099
Florida,Miami-Dade,141911182,147635005,148725621,140522662
Florida,Monroe,4403285,4400490,4648398,4384775
Florida,Nassau,2366277,2409050,2565853,2506699
Florida,Okaloosa,10330321,10604298,11170644,11158763
Florida,Okeechobee,1270748,1164899,1594097,1741977
Florida,Orange,84883628,87735065,90788216,83705113
Florida,Osceola,9238559,9480358,10151723,9751770
Florida,Palm Beach,73648041,76147469,77975264,75792930
Florida,Pasco,11315216,11738089,12256921,12330615
Florida,Pinellas,44237143,45452286,46331979,45673601
Florida,Polk,23421440,24014079,24938252,25297584
Florida,Putnam,1949509,1989467,2013030,2037383
Florida,St. Johns,7943148,8457444,8889977,8943146
Florida,St. Lucie,8428741,8701967,8786833,8775826
Florida,Santa Rosa,4035877,4261652,4403068,4421093
Florida,Sarasota,18268336,19217046,19617326,19267728
Florida,Seminole,19026064,19980261,20751894,20452076
Florida,Sumter,2868175,3104927,3735975,3858944
Florida,Suwannee,1203912,1245090,1168357,1144990
Florida,Taylor,680087,688200,659514,633062
Florida,Union,273061,264913,266577,280227
Florida,Volusia,16125246,16619701,16867458,16551140
Florida,Wakulla,666677,619304,670427,669574
Florida,Walton,2725912,2801980,3028535,3008342
Florida,Washington,510122,508906,535744,533506
Georgia,Appling,1437273,1383965,1388942,1521770
Georgia,Atkinson,208815,210451,219752,217106
Georgia,Bacon,329599,323019,339090,349207
Georgia,Baker,64302,64412,73676,71567
Georgia,Baldwin,1183560,1174201,1227563,1156519
Georgia,Banks,399841,419464,395898,352612
Georgia,Barrow,1856979,1969504,2011714,2024624
Georgia,Bartow,4454461,4506843,4529467,4424931
Georgia,Ben Hill,460170,460827,464846,464145
Georgia,Berrien,347844,345838,365401,336630
Georgia,Bibb,7498495,7640986,7565865,7305106
Georgia,Bleckley,217524,212654,218073,213883
Georgia,Brantley,219121,224791,223503,218296
Georgia,Brooks,304231,295490,372427,422365
Georgia,Bryan,881089,907522,931778,935816
Georgia,Bulloch,2142199,2148559,2230248,2181129
Georgia,Burke,2479441,2502329,2770976,2925520
Georgia,Butts,563077,573731,606238,618046
Georgia,Calhoun,116277,107428,116646,123269
Georgia,Camden,1815759,1706146,1681147,1646245
Georgia,Candler,228308,230926,242307,247958
Georgia,Carroll,4035264,4287421,4379895,4400168
Georgia,Catoosa,1303059,1325094,1369792,1339864
Georgia,Charlton,183147,173760,188145,190996
Georgia,Chatham,16428911,16437050,16972627,15642840
Georgia,Chattahoochee,1518856,1448459,1461834,1482800
Georgia,Chattooga,570075,556996,521470,455798
Georgia,Cherokee,6823417,6945639,7328211,7195518
Georgia,Clarke,6896415,7020361,6953967,6641583
Georgia,Clay,73804,76373,83827,91665
Georgia,Clayton,16332087,16906216,17042400,12905048
Georgia,Clinch,231163,217221,227836,251935
Georgia,Cobb,47659687,49147970,50373128,48514523
Georgia,Coffee,1364712,1372368,1417286,1344193
Georgia,Colquitt,1267188,1309815,1332075,1337602
Georgia,Columbia,3521769,3705448,3761838,3695253
Georgia,Cook,320645,338481,340272,341195
Georgia,Coweta,3977627,4141214,4439799,4420137
Georgia,Crawford,156335,155410,145580,143192
Georgia,Crisp,757745,751452,808578,761697
Georgia,Dade,344383,368728,381863,365935
Georgia,Dawson,775582,788216,819918,783732
Georgia,Decatur,716644,712310,734452,744779
Georgia,DeKalb,35904535,37234455,37502746,36347742
Georgia,Dodge,400074,374436,400451,378259
Georgia,Dooly,382896,367046,383901,344372
Georgia,Dougherty,3983044,3985846,4053082,3924765
Georgia,Douglas,4007390,4152162,4299267,4118159
Georgia,Early,447554,437427,434379,462425
Georgia,Echols,50558,37242,39643,40620
Georgia,Effingham,1719764,1759227,1737909,1904352
Georgia,Elbert,577096,577992,567768,574295
Georgia,Emanuel,636768,582886,616873,607102
Georgia,Evans,354509,356208,342318,326637
Georgia,Fannin,640151,672790,686539,647971
Georgia,Fayette,4450291,4665254,4840047,4690393
Georgia,Floyd,3760011,3720155,3676108,3488556
Georgia,Forsyth,9155547,9116770,9491142,9300037
Georgia,Franklin,884049,914117,858799,773326
Georgia,Fulton,150557257,158070326,168439892,161378980
Georgia,Gilmer,835315,856032,832482,784987
Georgia,Glascock,31381,28950,30275,29249
Georgia,Glynn,3531868,3618902,3559558,3398503
Georgia,Gordon,2105470,2090919,2165968,2079131
Georgia,Grady,574507,582630,585465,575820
Georgia,Greene,633018,681720,684403,650595
Georgia,Gwinnett,43777498,44581618,45850475,44429717
Georgia,Habersham,1341758,1393852,1381218,1322340
Georgia,Hall,9351889,9773913,10114487,9941138
Georgia,Hancock,144568,143603,144556,142844
Georgia,Haralson,725837,740496,746267,730944
Georgia,Harris,474706,489151,492674,467952
Georgia,Hart,769585,846654,823944,751310
Georgia,Heard,1259030,1074705,1142905,1127251
Georgia,Henry,5535416,5803664,6229082,6087470
Georgia,Houston,6078191,6169178,6383219,6280378
Georgia,Irwin,168307,173238,184395,191233
Georgia,Jackson,2743801,2863701,2927747,2990715
Georgia,Jasper,256052,246357,260282,258766
Georgia,Jeff Davis,342707,345778,380305,373385
Georgia,Jefferson,498481,462423,503011,488853
Georgia,Jenkins,141112,132252,148758,150813
Georgia,Johnson,112683,114915,113589,107387
Georgia,Jones,417058,381758,410910,399190
Georgia,Lamar,374744,363526,377920,391488
Georgia,Lanier,115791,111375,113123,113603
Georgia,Laurens,1559140,1586728,1589735,1559013
Georgia,Lee,605862,599415,653586,671208
Georgia,Liberty,3248976,3280329,3320174,3276351
Georgia,Lincoln,115642,112323,114721,113359
Georgia,Long,162043,163315,159866,155138
Georgia,Lowndes,4364739,4453864,4566913,4470317
Georgia,Lumpkin,720320,719046,780950,775062
Georgia,McDuffie,564685,558823,596053,611029
Georgia,McIntosh,235520,234343,229273,216947
Georgia,Macon,460231,425572,400970,358204
Georgia,Madison,509847,537558,496115,474342
Georgia,Marion,105327,104956,101177,96630
Georgia,Meriwether,553267,540014,529702,519883
Georgia,Miller,163463,176408,184504,195949
Georgia,Mitchell,706983,679682,715053,742907
Georgia,Monroe,1523380,1567907,1446063,1102190
Georgia,Montgomery,147312,142414,145873,142417
Georgia,Morgan,691322,727667,810863,784291
Georgia,Murray,1217820,1142798,1156410,1167629
Georgia,Muscogee,9283140,9300859,9493232,9360230
Georgia,Newton,2548160,2647301,2738094,2677863
Georgia,Oconee,1196281,1279124,1468909,1407127
Georgia,Oglethorpe,327555,342760,304455,272941
Georgia,Paulding,2490476,2615108,2786800,2818150
Georgia,Peach,790354,794396,828988,825687
Georgia,Pickens,918855,933273,935180,884161
Georgia,Pierce,376093,362651,369452,378570
Georgia,Pike,289374,278465,308537,310544
Georgia,Polk,1078852,1078616,1134358,1037230
Georgia,Pulaski,282643,280810,275877,264518
Georgia,Putnam,475511,470259,501792,494219
Georgia,Quitman,37051,37776,34348,33921
Georgia,Rabun,482491,471876,513912,514736
Georgia,Randolph,157739,156885,160868,162397
Georgia,Richmond,10984419,10981769,11020630,10721090
Georgia,Rockdale,3449966,3511568,3501839,3513706
Georgia,Schley,97659,103443,103602,100456
Georgia,Screven,298041,293027,286099,273259
Georgia,Seminole,255971,256105,273878,264287
Georgia,Spalding,1848686,1845440,1892917,1846823
Georgia,Stephens,827273,834604,846678,830995
Georgia,Stewart,105371,112974,123197,122188
Georgia,Sumter,976433,958932,975824,950445
Georgia,Talbot,115677,128810,121887,95452
Georgia,Taliaferro,28460,28761,30791,26602
Georgia,Tattnall,637133,646532,571927,567829
Georgia,Taylor,193321,189634,196947,184546
Georgia,Telfair,300112,288628,262524,246532
Georgia,Terrell,212161,191802,198468,195020
Georgia,Thomas,1881321,1912359,1931847,1864574
Georgia,Tift,1631260,1677764,1727482,1736477
Georgia,Toombs,871203,866246,855369,865736
Georgia,Towns,320840,319053,341877,321399
Georgia,Treutlen,96755,91640,91749,93802
Georgia,Troup,3153677,3147398,3268726,3148141
Georgia,Turner,190296,178864,199373,193233
Georgia,Twiggs,233895,251226,253458,247873
Georgia,Union,681844,680187,699329,724744
Georgia,Upson,613872,615655,640543,621029
Georgia,Walker,1356260,1341872,1319659,1294813
Georgia,Walton,2250011,2271977,2399415,2368026
Georgia,Ware,1303474,1297874,1276616,1217441
Georgia,Warren,125961,139004,145322,141782
Georgia,Washington,555386,543234,559579,537637
Georgia,Wayne,758068,767733,910312,951650
Georgia,Webster,51453,46445,52402,52351
Georgia,Wheeler,95080,95297,92679,94003
Georgia,White,772850,760753,806939,775210
Georgia,Whitfield,5271919,5270687,5309240,5122435
Georgia,Wilcox,149724,141284,145360,140313
Georgia,Wilkes,333697,342507,306113,269409
Georgia,Wilkinson,510066,512090,562317,504743
Georgia,Worth,314099,318222,332702,316674
Georgia,Hawaii,78941617,79854746,79175387,70625173
Georgia,Hawaii,7675148,7735127,7816495,7175967
Georgia,Honolulu,59156102,59281819,58428763,53044743
Georgia,Kauai,3457576,3690943,3711519,3083667
Georgia,Maui + Kalawao,8650449,9138090,9207556,7325327
Idaho,Ada,23216725,25050639,25857055,25889086
Idaho,Adams,112636,109576,110181,114947
Idaho,Bannock,2561371,2558727,2600103,2566967
Idaho,Bear Lake,166515,163973,169728,171133
Idaho,Benewah,289383,292987,303634,306338
Idaho,Bingham,1114579,1193044,1295594,1346722
Idaho,Blaine,1307163,1365173,1380089,1336865
Idaho,Boise,156498,200154,198825,157762
Idaho,Bonner,1280992,1356634,1410850,1420536
Idaho,Bonneville,4716387,5044105,5635262,5458211
Idaho,Boundary,318774,322360,344005,344255
Idaho,Butte,1025575,1021505,1123308,1170733
Idaho,Camas,61521,67753,72255,71162
Idaho,Canyon,5112571,5573132,5912054,5997943
Idaho,Caribou,546581,566396,612982,637362
Idaho,Cassia,1484541,1617211,1569602,1496343
Idaho,Clark,55177,48831,46172,47315
Idaho,Clearwater,305271,299873,303451,312915
Idaho,Custer,175623,185251,180857,186369
Idaho,Elmore,1184110,1236707,1228782,1207991
Idaho,Franklin,330797,342105,352706,367787
Idaho,Fremont (includes Yellowstone National Park),299698,338804,356712,365716
Idaho,Gem,353097,347547,365553,368635
Idaho,Gooding,1216628,1257113,1351518,1305688
Idaho,Idaho,393435,392691,403388,421548
Idaho,Jefferson,647799,732713,811428,838403
Idaho,Jerome,1166076,1226559,1274950,1243797
